,Temperature,Humidity,Precipitation,Wind_Speed,Cloud_Coverage,Weather_Type,Wind_Direction,Pressure,UV_Index,Air_Quality,Visibility
0,26.308998380018966,71.45715690931652,7.509076034018381,10.92347753423964,64.4943157432014,Rainy,West,1093.8755205594314,5.90252054419511,72.92594271336957,18.50912055644216
1,23.032418868937814,69.67208776728177,4.220766618979238,14.982321193294345,54.38335121612314,Sunny,East,965.2917164904616,9.047887586448887,64.64982340575484,19.693710929273138
2,20.742818086978833,86.05368726227093,9.199036578208013,9.396453170045406,66.05199378882631,Sunny,East,905.7284727589473,1.4238661791115463,60.461165225917085,11.382937408531795
3,28.553440877539117,74.64192757472057,13.26828101555579,25.54251078396863,57.928168125670794,Sunny,West,980.591057342179,5.91892253636516,73.97716096033479,11.362726217396661
4,27.235507453149175,62.4004641373536,17.20297069403685,13.997596782992982,39.37903863072118,Sunny,South,913.2863102343937,3.834512406743018,89.46298130782965,9.390818939478514
5,23.73950514425124,66.54486365300835,12.316017053320639,20.331499135112736,49.91745826622762,Sunny,North,1068.5059285997659,7.034857173689149,75.5209204297084,15.523318607281828
6,17.56680983520659,71.49127758591277,5.452949764867005,19.795851479123186,42.27613378114243,Cloudy,East,911.518587718247,3.0422713270767177,58.84051811638665,14.373298129379403
7,25.787835035879937,62.33565491594219,11.277306256622989,17.551636459371977,59.18017223998724,Cloudy,West,914.9287167628006,6.057138078524365,68.26670803605097,19.672870078874453
8,25.34342119491786,71.02781291454501,10.626264209336082,7.031394605016194,42.74805952365668,Sunny,East,1070.9857914365186,5.822331537316381,59.52585683144761,11.923144161319971
9,22.405895476037394,71.99162598502183,1.7783634936052017,9.166228873865794,61.657783670911755,Cloudy,East,983.9057826747517,7.161958337219126,54.12712920635329,14.701639633202639
10,26.85708712260196,86.02608863404208,10.94449240042834,19.650011191360477,19.645814072401176,Cloudy,South,1091.9497444424946,4.051591848081165,57.85637078770559,14.436815869486379
11,26.694052741908713,69.2237741976408,7.9952388132404435,16.584552953149654,34.76028905942947,Sunny,West,1059.6274230779359,1.2646313525023152,60.214772684059895,18.538854089529316
12,28.37172128603235,84.31643201796905,6.394284262371368,18.659464399382024,56.221753587295126,Sunny,East,1040.3504132508792,1.389984011220105,67.11441788212929,16.13512163901726
